1;1.608
5;2.272
10;3.19
15;3.837
20;4.75
25;5.3579999999999997
30;6.3039999999999994
35;6.8920000000000003
40;7.8659999999999997
45;8.5099999999999998
50;9.4280000000000008
55;9.9920000000000009
60;10.942
65;11.609999999999999
70;12.561999999999999
75;13.16
80;13.956
85;14.575999999999999
90;15.586000000000002
95;16.279999999999998
100;17.158000000000001
